"Batch","Character","Page","Section","File","FullPath"
"B","Franken Fat Grin","franken-fat-grin.html","Original Drawing","Franken Fat Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Franken Fat Grin ORIGINAL.jpg"
"B","Franken Fat Grin","franken-fat-grin.html","Digitized Versions","Franken Fat Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Franken Fat Grin COLOR.jpg"
"B","Franken Grin","franken-grin.html","Digitized Versions","Franken Grin COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Franken Grin COLOR.png"
"B","Freak Bro Afro Stache","freak-bro-afro-stache.html","Original Drawing","Freak Bro Afro Stache ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Freak Bro Afro Stache ORIGINAL.jpg"
"B","Freak Bro Afro Stache","freak-bro-afro-stache.html","Digitized Versions","Freak Bro Afro Stache B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Freak Bro Afro Stache B&W.jpg"
"B","Freak Bro Grin","freak-bro-grin.html","Original Drawing","Freak Bro Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Freak Bro Grin ORIGINAL.jpg"
"B","Freak Cat","freak-cat.html","Original Drawing","Freak Cat ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Freak Cat ORIGINAL.jpg"
"B","Garfield Grin","garfield-grin.html","Original Drawing","Garfield Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Garfield Grin ORIGINAL.jpg"
"B","George Jetson Grin","george-jetson-grin.html","Original Drawing","George Jetson Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\George Jetson Grin ORIGINAL.jpg"
"B","Ghostbuster Grin","ghostbuster-grin.html","Original Drawing","Ghostbuster Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ghostbuster Grin ORIGINAL.jpg"
"B","Godzilla Heart Grin","godzilla-heart-grin.html","Original Drawing","Godzilla Heart Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Godzilla Heart Grin ORIGINAL.jpg"
"B","Godzilla Heart Grin","godzilla-heart-grin.html","Digitized Versions","Godzilla Heart Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Godzilla Heart Grin COLOR.jpg"
"B","Gorilla grin","gorilla-grin.html","Original Drawing","Gorilla Grin ORIGINAL COLOR 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gorilla Grin ORIGINAL COLOR 1.jpg"
"B","Gorilla grin","gorilla-grin.html","Collector Cards","Gorilla grin card.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gorilla grin card.png"
"B","Gorilla Grin 2","gorilla-grin-2.html","Original Drawing","Gorilla Grin 2 back ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gorilla Grin 2 back ORIGINAL.jpg"
"B","Gorilla Grin 2","gorilla-grin-2.html","Original Drawing","Gorilla Grin 2 side ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gorilla Grin 2 side ORIGINAL.jpg"
"B","Gorilla Grin 2","gorilla-grin-2.html","Digitized Versions","Gorilla Grin 2 Front COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gorilla Grin 2 Front COLOR.jpg"
"B","Gorilla Grin 2","gorilla-grin-2.html","Digitized Versions","Gorilla Grin 2 back COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gorilla Grin 2 back COLOR.jpg"
"B","Gorilla Grin 2","gorilla-grin-2.html","Digitized Versions","Gorilla Grin 2 side B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gorilla Grin 2 side B&W.jpg"
"B","Grim Grin","grim-grin.html","Original Drawing","Grim Grin ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Grin ORIGINAL COLOR.jpg"
"B","Grim Grin (Grin Reaper)","grim-grin-grin-reaper.html","Original Drawing","Grim Grin (Grin Reaper) ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Grin (Grin Reaper) ORIGINAL.jpg"
"B","Grim Reaper Grin","grim-reaper-grin.html","Original Drawing","Grim Reaper Grin ORIGINAL 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Reaper Grin ORIGINAL 2.jpg"
"B","Grim Reaper Grin","grim-reaper-grin.html","Original Drawing","Grim Reaper Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Reaper Grin ORIGINAL.jpg"
"B","Grim Reaper Grin","grim-reaper-grin.html","Digitized Versions","Grim Reaper Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Reaper Grin B&W.jpg"
"B","Grim Reaper Grin","grim-reaper-grin.html","Digitized Versions","Grim Reaper Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Reaper Grin COLOR.jpg"
"B","Grim Reaper Grin","grim-reaper-grin.html","Collector Cards","Grim Reaper Grin card.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Reaper Grin card.jpg"
"B","Grim Reefer","grim-reefer.html","Original Drawing","Grim Reefer ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Reefer ORIGINAL COLOR.jpg"
