"FileName","Extension","SizeKB","UsedOnAnyGrinsHtmlPage","ProposedCharacter","ProposedPageFile","ProposedSection","PageAlreadyExists","ProposedAction","ReviewNotes","FullPath"
"DEADMAU5 Grin Running B&W.jpg",".jpg","410.8","False","DEADMAU5 Grin Running","deadmau5-grin-running.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAU5 Grin Running B&W.jpg"
"DEADMAU5 Grin Running COLORS.jpg",".jpg","341.6","True","DEADMAU5 Grin Running COLORS","deadmau5-grin-running-colors.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAU5 Grin Running COLORS.jpg"
"DEADMAU5 Grin Running ORIGINAL.jpg",".jpg","181.1","False","DEADMAU5 Grin Running","deadmau5-grin-running.html","Original Drawing","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAU5 Grin Running ORIGINAL.jpg"
"DEADMAU5 Grin side B&W.jpg",".jpg","292","False","DEADMAU5 Grin","deadmau5-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAU5 Grin side B&W.jpg"
"DEADMAU5 Grin side ORIGINAL.jpg",".jpg","231.2","False","DEADMAU5 Grin","deadmau5-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAU5 Grin side ORIGINAL.jpg"
"DEADMAU5 Grin three quarters B&W.jpg",".jpg","335.9","False","DEADMAU5 Grin","deadmau5-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAU5 Grin three quarters B&W.jpg"
"DEADMAU5 Grin three quarters ORIGINAL.jpg",".jpg","239.5","False","DEADMAU5 Grin","deadmau5-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAU5 Grin three quarters ORIGINAL.jpg"
"DEADMAUGrin  COLORS.jpg",".jpg","132","True","DEADMAUGrin COLORS","deadmaugrin-colors.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAUGrin  COLORS.jpg"
"DEADMAUGrin back COLORS.jpg",".jpg","442.9","True","DEADMAUGrin back COLORS","deadmaugrin-back-colors.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAUGrin back COLORS.jpg"
"DEADMAUGrin side COLORS.jpg",".jpg","132.5","True","DEADMAUGrin side COLORS","deadmaugrin-side-colors.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAUGrin side COLORS.jpg"
"Dementon Grin B&W.jpg",".jpg","422.2","False","Dementon Grin","dementon-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dementon Grin B&W.jpg"
"Dementon Grin COLOR.jpg",".jpg","324.8","False","Dementon Grin","dementon-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dementon Grin COLOR.jpg"
"Dementon Grin ORIGINAL.jpg",".jpg","313.5","False","Dementon Grin","dementon-grin.html","Original Drawing","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dementon Grin ORIGINAL.jpg"
"Deputy Dog Grin B&W.jpg",".jpg","415","False","Deputy Dog Grin","deputy-dog-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Deputy Dog Grin B&W.jpg"
"Deputy Dog Grin COLOR.jpg",".jpg","201.3","True","Deputy Dog Grin","deputy-dog-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Deputy Dog Grin COLOR.jpg"
"Devil Grin B&W.jpg",".jpg","258.2","False","Devil Grin","devil-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Devil Grin B&W.jpg"
"Devil Grin COLOR.jpg",".jpg","394.2","False","Devil Grin","devil-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Devil Grin COLOR.jpg"
"Devil Grin ORIGINAL COLOR.jpg",".jpg","65.4","False","Devil Grin","devil-grin.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Devil Grin ORIGINAL COLOR.jpg"
"Devine Devil COLOR.jpg",".jpg","250.5","False","Devine Devil","devine-devil.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Devine Devil COLOR.jpg"
"Dino Heart Grin B&W.png",".png","82","False","Dino Heart Grin","dino-heart-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dino Heart Grin B&W.png"
"Dino Heart Grin COLOR.png",".png","105.1","False","Dino Heart Grin","dino-heart-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dino Heart Grin COLOR.png"
"Dino Heart Grin ORIGINAL.jpg",".jpg","440.4","False","Dino Heart Grin","dino-heart-grin.html","Original Drawing","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dino Heart Grin ORIGINAL.jpg"
"DJ Grin B&W.jpg",".jpg","362","False","DJ Grin","dj-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DJ Grin B&W.jpg"
"DJ Grin COLOR.jpg",".jpg","322.9","False","DJ Grin","dj-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DJ Grin COLOR.jpg"
"Dog Grin B&W.png",".png","76.1","False","Dog Grin","dog-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dog Grin B&W.png"
"Dog Grin COLOR.jpg",".jpg","302.3","False","Dog Grin","dog-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dog Grin COLOR.jpg"
"Dog Grin ORIGINAL COLOR 1.jpg",".jpg","68","False","Dog Grin","dog-grin.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dog Grin ORIGINAL COLOR 1.jpg"
"Dog Grin ORIGINAL COLOR 2.jpg",".jpg","152.7","False","Dog Grin","dog-grin.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dog Grin ORIGINAL COLOR 2.jpg"
"Dog Grin ORIGINAL.jpg",".jpg","307.5","False","Dog Grin","dog-grin.html","Original Drawing","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dog Grin ORIGINAL.jpg"
"Dog Head Grin B&W.jpg",".jpg","306.6","False","Dog Head Grin","dog-head-grin.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dog Head Grin B&W.jpg"
"Dog Head Grin COLOR.jpg",".jpg","355.9","False","Dog Head Grin","dog-head-grin.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dog Head Grin COLOR.jpg"
"Dog Head Grin ORIGINAL.jpg",".jpg","184.3","False","Dog Head Grin","dog-head-grin.html","Original Drawing","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dog Head Grin ORIGINAL.jpg"
"Dr Bub Quack Animation 1.jpg",".jpg","236.9","True","Dr Bub Quack Animation 1","dr-bub-quack-animation-1.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dr Bub Quack Animation 1.jpg"
"Dr Bub Quack Animation 2.jpg",".jpg","232.2","True","Dr Bub Quack Animation 2","dr-bub-quack-animation-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dr Bub Quack Animation 2.jpg"
"Dr Bub Quack Grin B&W.jpg",".jpg","383","False","Dr Bub Quack Grin","dr-bub-quack-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dr Bub Quack Grin B&W.jpg"
"Dr Bub Quack Grin COLOR.jpg",".jpg","73.7","True","Dr Bub Quack Grin","dr-bub-quack-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dr Bub Quack Grin COLOR.jpg"
"Drink the Koolaid 1.png",".png","250.6","True","Drink the Koolaid 1","drink-the-koolaid-1.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Drink the Koolaid 1.png"
"Drink the Koolaid 2.png",".png","268","True","Drink the Koolaid 2","drink-the-koolaid-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Drink the Koolaid 2.png"
"Dripping Grin B&W.jpg",".jpg","294.6","False","Dripping Grin","dripping-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin B&W.jpg"
"Dripping Grin card.png",".png","171.2","True","Dripping Grin","dripping-grin.html","Collector Cards","True","Add to existing page","Filename suggests collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin card.png"
"Dripping Grin head B&W.jpg",".jpg","442.7","False","Dripping Grin","dripping-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin head B&W.jpg"
"Dripping Grin head COLOR 3.png",".png","353.6","True","Dripping Grin","dripping-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin head COLOR 3.png"
"Dripping Grin head COLOR.jpg",".jpg","475.9","True","Dripping Grin","dripping-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin head COLOR.jpg"
"Dripping Grin head ORIGINAL COLOR 1.jpg",".jpg","233.3","True","Dripping Grin","dripping-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card. Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin head ORIGINAL COLOR 1.jpg"
"Dripping Grin head ORIGINAL COLOR 2.jpg",".jpg","92.6","True","Dripping Grin","dripping-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card. Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin head ORIGINAL COLOR 2.jpg"
"Dripping Grin ORIGINAL COLOR 3.jpg",".jpg","62.9","True","Dripping Grin","dripping-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin ORIGINAL COLOR 3.jpg"
"Dripping Grin ORIGINAL COLOR.jpg",".jpg","504.2","False","Dripping Grin","dripping-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin ORIGINAL COLOR.jpg"
"Droopy Dog Grin COLOR.jpg",".jpg","345.9","False","Droopy Dog Grin","droopy-dog-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Droopy Dog Grin COLOR.jpg"
"Droopy Dog Grin ORIGINAL.jpg",".jpg","143.2","True","Droopy Dog Grin","droopy-dog-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Droopy Dog Grin ORIGINAL.jpg"
"Dunny Grin B&W.jpg",".jpg","252.5","False","Dunny Grin","dunny-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dunny Grin B&W.jpg"
"Dunny Grin back B&W.jpg",".jpg","338.9","True","Dunny Grin","dunny-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dunny Grin back B&W.jpg"
"Dunny Grin back COLOR.jpg",".jpg","236.8","True","Dunny Grin","dunny-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dunny Grin back COLOR.jpg"
"Dunny Grin back ORIGINAL COLOR.jpg",".jpg","273.2","True","Dunny Grin","dunny-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card. Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dunny Grin back ORIGINAL COLOR.jpg"
"Dunny Grin back ORIGINAL.jpg",".jpg","333.4","True","Dunny Grin","dunny-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dunny Grin back ORIGINAL.jpg"
"Dunny Grin COLOR.jpg",".jpg","445.6","False","Dunny Grin","dunny-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dunny Grin COLOR.jpg"
"Dunny Grin front ORIGINAL COLOR.jpg",".jpg","137.9","True","Dunny Grin","dunny-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card. Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dunny Grin front ORIGINAL COLOR.jpg"
"Dunny Grin front ORIGINAL.jpg",".jpg","276","True","Dunny Grin","dunny-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dunny Grin front ORIGINAL.jpg"
"Elefanka Grin Side View B&W.png",".png","80.7","False","Elefanka Grin","elefanka-grin.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elefanka Grin Side View B&W.png"
"Elefanka Grin Side View COLOR.jpg",".jpg","110","False","Elefanka Grin","elefanka-grin.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elefanka Grin Side View COLOR.jpg"
"Elefanka Grin Side View COLOR.png",".png","125.8","False","Elefanka Grin","elefanka-grin.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elefanka Grin Side View COLOR.png"
"Elefanka Grin Side View ORIGINAL.jpg",".jpg","217.8","True","Elefanka Grin","elefanka-grin.html","Original Drawing","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elefanka Grin Side View ORIGINAL.jpg"
"Elefanka With Angel Wings Grin B&W.jpg",".jpg","262.9","False","Elefanka With Angel Wings Grin","elefanka-with-angel-wings-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elefanka With Angel Wings Grin B&W.jpg"
"Elefanka With Angel Wings Grin COLOR.jpg",".jpg","294.4","False","Elefanka With Angel Wings Grin","elefanka-with-angel-wings-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elefanka With Angel Wings Grin COLOR.jpg"
"Elephant Grin B&W.jpg",".jpg","296.5","False","Elephant Grin","elephant-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elephant Grin B&W.jpg"
"Elephant Grin COLOR.jpg",".jpg","507.1","False","Elephant Grin","elephant-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elephant Grin COLOR.jpg"
"Elephant Grin ORIGINAL 2.jpg",".jpg","199.5","True","Elephant Grin","elephant-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elephant Grin ORIGINAL 2.jpg"
"Elephant Grin ORIGINAL COLOR 2.jpg",".jpg","135","False","Elephant Grin","elephant-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elephant Grin ORIGINAL COLOR 2.jpg"
"Elephant Grin ORIGINAL COLOR.jpg",".jpg","96.1","True","Elephant Grin","elephant-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elephant Grin ORIGINAL COLOR.jpg"
"Elephant Grin ORIGINAL.jpg",".jpg","358.1","True","Elephant Grin","elephant-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elephant Grin ORIGINAL.jpg"
"Elmo Grin B&W.jpg",".jpg","182","True","Elmo Grin","elmo-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elmo Grin B&W.jpg"
"Elmo Grin COLOR.jpg",".jpg","227.9","True","Elmo Grin","elmo-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elmo Grin COLOR.jpg"
"Elmo Grin ORIGINAL.jpg",".jpg","323.6","True","Elmo Grin","elmo-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elmo Grin ORIGINAL.jpg"
"Eminem Grin B&W.jpg",".jpg","164","True","Eminem Grin","eminem-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Eminem Grin B&W.jpg"
"Eminem Grin COLOR.jpg",".jpg","300.8","False","Eminem Grin","eminem-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Eminem Grin COLOR.jpg"
"Eminem Grin ORIGINAL.jpg",".jpg","250","True","Eminem Grin","eminem-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Eminem Grin ORIGINAL.jpg"
"Ernie Grin B&W.jpg",".jpg","54.9","False","Ernie Grin","ernie-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ernie Grin B&W.jpg"
"Ernie Grin COLOR.jpg",".jpg","140.7","True","Ernie Grin","ernie-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ernie Grin COLOR.jpg"
"Ernie Grin ORIGINAL COLOR.jpg",".jpg","156.7","True","Ernie Grin","ernie-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ernie Grin ORIGINAL COLOR.jpg"
"Ernie Grin ORIGINAL.jpg",".jpg","290.7","True","Ernie Grin","ernie-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ernie Grin ORIGINAL.jpg"
"EZ Nuts Grin 1 COLOR.jpg",".jpg","218.9","False","EZ Nuts Grin 1","ez-nuts-grin-1.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\EZ Nuts Grin 1 COLOR.jpg"
"EZ Nuts Grin 2 COLOR.jpg",".jpg","207.8","False","EZ Nuts Grin 2","ez-nuts-grin-2.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\EZ Nuts Grin 2 COLOR.jpg"
"EZ Nuts Grin 3 COLOR.jpg",".jpg","214.7","False","EZ Nuts Grin 3","ez-nuts-grin-3.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\EZ Nuts Grin 3 COLOR.jpg"
"EZ Nuts Grin B&W.png",".png","473.4","True","EZ Nuts Grin","ez-nuts-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\EZ Nuts Grin B&W.png"
"EZ Nuts Grin ORIGINAL.jpg",".jpg","165.2","True","EZ Nuts Grin","ez-nuts-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\EZ Nuts Grin ORIGINAL.jpg"
"Fat Stormtrooper Grin back ORIGINAL.jpg",".jpg","211.6","True","Fat Stormtrooper Grin","fat-stormtrooper-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Fat Stormtrooper Grin back ORIGINAL.jpg"
"Faze Banks Grin B&W.jpg",".jpg","334.1","False","Faze Banks Grin","faze-banks-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Faze Banks Grin B&W.jpg"
"Faze Banks Grin COLOR.jpg",".jpg","325.1","True","Faze Banks Grin","faze-banks-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Faze Banks Grin COLOR.jpg"
"Felix Grin Front B&W.jpg",".jpg","321.7","False","Felix Grin","felix-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Felix Grin Front B&W.jpg"
"Felix Grin Front COLOR.jpg",".jpg","193.2","True","Felix Grin","felix-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Felix Grin Front COLOR.jpg"
"Felix Grin Front ORIGINAL.jpg",".jpg","230.7","True","Felix Grin","felix-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Felix Grin Front ORIGINAL.jpg"
"Felix Grin ORIGINAL COLOR.jpg",".jpg","137.6","False","Felix Grin","felix-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Felix Grin ORIGINAL COLOR.jpg"
"Felix Grin side B&W.jpg",".jpg","259.1","False","Felix Grin","felix-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Felix Grin side B&W.jpg"
"Felix Grin side COLOR.jpg",".jpg","150","True","Felix Grin","felix-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Felix Grin side COLOR.jpg"
"Felix Grin side ORIGINAL COLOR.jpg",".jpg","153.8","True","Felix Grin","felix-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card. Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Felix Grin side ORIGINAL COLOR.jpg"
"Felix Grin side ORIGINAL.jpg",".jpg","200.4","True","Felix Grin","felix-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Felix Grin side ORIGINAL.jpg"
"Finn Grin B&W.jpg",".jpg","304","False","Finn Grin","finn-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Finn Grin B&W.jpg"
"Finn Grin COLOR.jpg",".jpg","429.7","False","Finn Grin","finn-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Finn Grin COLOR.jpg"
"Finn Grin ORIGINAL COLOR.jpg",".jpg","125","False","Finn Grin","finn-grin.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Finn Grin ORIGINAL COLOR.jpg"
"Firecracker Skeleton Grin ORIGINAL.jpg",".jpg","118.3","True","Firecracker Skeleton Grin","firecracker-skeleton-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Firecracker Skeleton Grin ORIGINAL.jpg"
"Flaming O Grin B&W.jpg",".jpg","241.8","False","Flaming O Grin","flaming-o-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Flaming O Grin B&W.jpg"
"Flaming O Grin COLOR.jpg",".jpg","271.2","False","Flaming O Grin","flaming-o-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Flaming O Grin COLOR.jpg"
"Flaming O Grin ORIGINAL.jpg",".jpg","187.2","True","Flaming O Grin","flaming-o-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Flaming O Grin ORIGINAL.jpg"
"Floating Grinnie ORIGINAL.jpg",".jpg","149.1","True","Floating Grinnie","floating-grinnie.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Floating Grinnie ORIGINAL.jpg"
"Flower Brain Grin COLOR.png",".png","472","True","Flower Brain Grin","flower-brain-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Flower Brain Grin COLOR.png"
"Flower Brain Grin ORIGINAL COLOR.jpg",".jpg","169.8","False","Flower Brain Grin","flower-brain-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Flower Brain Grin ORIGINAL COLOR.jpg"
"Flower Grin B&W.jpg",".jpg","169.7","True","Flower Grin","flower-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Flower Grin B&W.jpg"
"Flower Grin COLOR.jpg",".jpg","384.4","False","Flower Grin","flower-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Flower Grin COLOR.jpg"
